maximum_temperature,seasonal_normal_temperature,temp_deviation,relative_humidity,wind_speed,forecast_weather_data,heatwave_label
48.8,39.1,9.7,75.7,5.4,48.8,Severe Heatwave
39.2,38.1,1.2,44.4,20.6,39.6,Normal
35.3,36.5,-1.2,79.9,20.9,34.8,Normal
49.0,38.1,10.9,54.8,18.3,49.8,Severe Heatwave
34.0,37.6,-3.6,22.5,5.0,32.9,Normal
38.2,37.1,1.1,55.2,17.4,37.8,Normal
37.3,35.7,1.6,36.5,22.4,37.9,Normal
45.1,39.4,5.7,21.9,11.8,44.0,Heatwave
39.5,37.2,2.3,69.3,11.5,37.9,Normal
35.2,36.0,-0.7,36.5,12.2,35.3,Normal
34.5,36.8,-2.3,67.8,3.9,32.8,Normal
36.9,37.1,-0.2,37.3,22.5,35.6,Normal
36.6,39.1,-2.5,31.7,22.0,37.4,Normal
39.8,38.7,1.2,78.4,25.0,39.6,Normal
37.9,38.8,-1.0,41.7,15.5,39.2,Normal
30.8,35.1,-4.2,56.1,19.3,29.6,Normal
42.5,37.1,5.4,56.6,6.7,42.4,Heatwave
36.7,37.4,-0.7,53.6,17.4,37.1,Normal
31.7,35.1,-3.4,74.9,16.9,30.5,Normal
36.7,36.3,0.4,60.5,22.7,37.7,Normal
40.0,38.8,1.2,44.2,21.1,40.6,Normal
30.6,35.7,-5.1,71.7,23.6,29.0,Normal
39.8,37.7,2.2,30.9,22.0,39.8,Normal
33.4,36.1,-2.7,52.7,22.0,33.8,Normal
42.0,35.1,7.0,77.0,3.5,41.5,Severe Heatwave
39.0,36.2,2.8,57.5,21.5,37.6,Normal
39.5,39.9,-0.4,69.0,16.0,39.8,Normal
37.4,39.0,-1.6,59.2,10.8,39.6,Normal
40.4,39.8,0.6,70.4,3.3,40.0,Normal
40.6,37.4,3.1,76.7,17.6,42.2,Normal
36.5,35.5,0.9,36.4,9.5,35.7,Normal
38.0,37.7,0.2,30.2,12.8,38.2,Normal
38.5,37.3,1.2,49.0,17.7,39.2,Normal
38.1,39.2,-1.1,62.1,23.0,38.1,Normal
35.3,35.5,-0.2,33.6,21.0,35.0,Normal
31.1,37.4,-6.3,20.2,12.4,31.9,Normal
40.2,35.8,4.4,40.6,10.9,42.0,Normal
38.7,36.6,2.0,78.1,7.5,39.0,Normal
37.0,38.7,-1.7,61.7,10.6,36.5,Normal
45.0,37.4,7.6,44.1,4.6,44.8,Severe Heatwave
38.2,36.9,1.3,31.6,24.3,40.7,Normal
34.3,37.0,-2.6,41.4,15.2,34.5,Normal
41.3,37.3,4.0,30.2,4.9,40.7,Normal
41.3,38.9,2.4,26.4,10.1,40.2,Normal
41.8,39.5,2.4,74.4,14.6,40.0,Normal
39.3,39.8,-0.5,79.9,14.3,39.7,Normal
41.5,38.9,2.6,29.8,2.8,42.2,Normal
36.7,36.6,0.1,23.3,23.9,36.3,Normal
41.4,38.4,2.9,39.8,8.3,41.4,Normal
31.5,37.2,-5.7,47.7,2.4,30.4,Normal
35.8,36.3,-0.5,32.3,3.8,35.9,Normal
46.2,39.2,7.0,38.1,15.3,46.7,Severe Heatwave
33.5,35.2,-1.7,32.1,5.2,33.0,Normal
38.4,39.5,-1.1,66.5,3.0,40.1,Normal
36.7,37.3,-0.6,62.8,10.7,35.9,Normal
34.9,38.2,-3.3,58.1,16.3,35.2,Normal
31.6,38.3,-6.7,43.2,4.6,32.4,Normal
39.7,39.5,0.2,74.5,9.2,39.6,Normal
39.7,38.2,1.5,78.2,11.6,39.5,Normal
38.9,38.1,0.8,30.4,5.7,37.5,Normal
35.8,35.3,0.5,33.4,13.6,37.2,Normal
38.7,37.6,1.2,51.5,4.0,38.6,Normal
40.3,35.8,4.6,25.5,3.1,40.9,Heatwave
39.0,38.7,0.3,46.2,14.0,39.7,Normal
36.6,37.6,-1.0,54.9,7.7,35.9,Normal
38.4,38.4,0.0,51.3,4.2,38.2,Normal
38.2,35.2,3.0,39.9,11.7,39.6,Normal
41.4,35.4,5.9,52.5,23.0,40.2,Heatwave
37.4,38.6,-1.2,77.5,18.7,39.5,Normal
36.7,35.4,1.3,32.4,20.8,36.0,Normal
37.5,35.4,2.2,59.3,22.1,36.4,Normal
32.6,35.1,-2.5,22.6,24.4,32.7,Normal
40.9,39.8,1.1,24.0,19.6,43.1,Normal
34.6,38.7,-4.1,53.1,16.0,32.6,Normal
31.6,36.8,-5.2,26.3,10.4,31.4,Normal
38.8,36.5,2.3,21.3,6.2,39.2,Normal
36.4,36.7,-0.3,30.3,17.8,36.4,Normal
40.6,38.9,1.7,53.9,24.9,41.0,Normal
39.2,38.3,0.9,62.2,12.7,38.5,Normal
33.5,35.9,-2.4,32.1,18.6,32.9,Normal
36.7,35.9,0.8,60.1,13.4,36.6,Normal
32.2,35.5,-3.3,30.9,11.9,31.0,Normal
44.2,38.3,5.9,56.8,11.4,44.1,Heatwave
35.1,38.8,-3.7,44.7,13.6,34.7,Normal
36.6,36.3,0.3,59.2,10.4,36.2,Normal
32.5,35.1,-2.6,79.7,19.2,32.8,Normal
38.4,35.4,3.0,76.3,22.1,36.6,Normal
39.7,39.8,-0.2,20.3,22.3,39.5,Normal
35.7,36.5,-0.8,73.1,7.2,38.0,Normal
42.8,38.8,4.0,24.0,22.6,41.7,Normal
39.2,38.1,1.1,77.2,9.9,40.5,Normal
39.7,36.9,2.8,36.9,9.1,39.8,Normal
33.6,36.0,-2.4,42.9,18.7,33.0,Normal
31.7,35.6,-3.9,25.5,9.0,30.4,Normal
39.5,38.1,1.4,26.7,3.2,39.6,Normal
38.8,38.9,-0.1,63.6,10.6,40.2,Normal
41.4,38.2,3.2,76.7,18.6,41.0,Normal
38.4,37.7,0.7,56.6,9.5,38.3,Normal
36.9,35.2,1.7,63.0,16.5,37.9,Normal
35.2,39.8,-4.7,65.7,17.2,35.5,Normal
46.6,39.0,7.6,35.8,18.9,45.0,Severe Heatwave
36.9,36.5,0.4,22.7,22.6,37.0,Normal
43.3,39.9,3.4,20.1,11.9,44.9,Normal
36.1,38.0,-1.9,41.0,5.8,36.0,Normal
40.0,37.9,2.1,34.5,9.3,37.2,Normal
35.2,38.7,-3.6,23.7,11.9,35.6,Normal
41.6,39.1,2.6,30.8,18.4,41.4,Normal
38.0,38.3,-0.2,27.5,2.3,36.2,Normal
36.7,35.6,1.1,74.9,9.3,35.1,Normal
40.1,36.7,3.4,28.4,19.9,41.1,Normal
36.3,39.6,-3.3,52.3,17.4,35.6,Normal
34.7,36.1,-1.4,55.6,18.8,33.8,Normal
39.5,36.9,2.6,52.6,20.7,39.4,Normal
45.5,37.2,8.3,25.9,20.0,44.9,Severe Heatwave
37.7,37.2,0.5,39.1,17.7,37.8,Normal
41.1,38.1,3.1,23.1,12.1,40.9,Normal
40.3,39.7,0.6,43.7,24.6,39.1,Normal
44.0,36.2,7.8,31.3,15.1,43.5,Severe Heatwave
30.5,35.6,-5.1,53.7,6.7,30.9,Normal
37.3,36.0,1.3,61.6,8.7,37.4,Normal
34.7,39.4,-4.7,51.9,18.0,34.7,Normal
30.5,38.2,-7.8,46.1,23.3,32.4,Normal
38.5,36.4,2.0,43.2,6.1,39.2,Normal
40.6,39.1,1.5,70.5,3.9,41.4,Normal
39.3,39.3,0.0,33.2,22.3,39.1,Normal
39.9,39.2,0.6,64.1,23.1,40.1,Normal
51.4,39.6,11.8,65.4,8.4,51.0,Severe Heatwave
36.4,36.3,0.1,45.2,10.7,37.1,Normal
41.6,38.8,2.8,37.8,17.2,41.5,Normal
36.0,37.3,-1.3,48.2,9.6,36.3,Normal
41.2,39.2,2.0,25.6,22.2,41.4,Normal
38.8,38.6,0.2,22.8,4.5,38.8,Normal
38.4,38.9,-0.4,26.7,2.9,41.4,Normal
45.6,38.3,7.4,31.2,6.8,45.0,Severe Heatwave
41.0,35.9,5.1,50.3,8.6,40.3,Heatwave
39.2,37.7,1.5,70.9,4.6,39.9,Normal
32.9,39.9,-7.1,34.1,3.5,32.3,Normal
39.4,39.7,-0.3,76.1,19.4,39.1,Normal
45.7,35.2,10.5,77.3,5.8,44.6,Severe Heatwave
36.0,35.8,0.2,77.5,23.0,36.5,Normal
40.5,35.7,4.9,70.3,10.5,41.0,Heatwave
44.7,38.6,6.0,41.8,17.4,44.4,Heatwave
40.9,39.1,1.8,24.4,7.2,41.6,Normal
34.1,36.1,-1.9,54.1,7.5,32.3,Normal
30.0,37.5,-7.5,53.5,15.2,29.3,Normal
42.6,39.2,3.4,71.0,14.9,42.4,Normal
36.8,38.7,-1.9,79.8,19.7,35.6,Normal
39.3,37.7,1.6,50.5,19.4,37.6,Normal
34.6,38.0,-3.4,40.7,17.4,34.3,Normal
37.6,37.5,0.1,31.2,12.3,38.3,Normal
37.6,36.5,1.1,20.3,22.5,38.9,Normal
39.8,37.8,1.9,50.5,16.3,39.2,Normal
35.5,38.4,-2.9,53.3,24.8,36.3,Normal
44.6,39.4,5.2,69.5,20.8,45.2,Heatwave
37.1,38.2,-1.1,50.3,3.0,38.3,Normal
33.9,38.8,-4.9,75.0,9.4,33.6,Normal
36.4,35.8,0.6,57.7,15.2,34.6,Normal
38.4,37.3,1.1,70.4,18.6,38.5,Normal
36.6,35.0,1.6,28.9,14.7,35.6,Normal
42.0,36.2,5.8,71.3,20.1,41.3,Heatwave
38.8,38.6,0.2,60.5,8.5,38.5,Normal
40.5,40.0,0.6,30.2,6.2,40.2,Normal
32.6,35.5,-2.9,31.4,3.2,32.8,Normal
40.9,37.0,3.9,75.6,15.2,41.6,Normal
40.6,39.0,1.6,21.9,17.8,40.3,Normal
35.6,36.0,-0.5,47.8,9.5,35.9,Normal
32.1,37.8,-5.7,38.8,16.1,32.1,Normal
44.7,38.7,6.1,59.9,3.2,45.7,Heatwave
34.8,38.1,-3.3,70.4,4.3,34.6,Normal
34.9,35.9,-1.1,41.6,18.1,34.8,Normal
39.0,36.8,2.3,45.6,10.5,38.7,Normal
35.7,38.9,-3.2,78.9,17.4,35.6,Normal
33.5,37.8,-4.2,67.0,21.1,32.8,Normal
28.6,35.0,-6.4,73.8,21.6,27.7,Normal
42.3,38.8,3.5,46.3,6.0,43.1,Normal
34.3,35.2,-0.9,34.0,13.2,33.2,Normal
50.0,38.7,11.2,44.7,18.9,49.7,Severe Heatwave
33.5,36.0,-2.5,63.0,19.8,34.5,Normal
37.6,39.8,-2.2,26.6,20.0,37.2,Normal
35.9,36.8,-1.0,36.2,7.2,36.7,Normal
38.5,36.6,1.9,22.8,6.4,37.9,Normal
35.1,35.7,-0.6,45.9,15.6,34.0,Normal
39.7,36.5,3.1,69.6,19.0,38.1,Normal
37.0,39.4,-2.4,21.5,9.3,38.3,Normal
36.1,40.0,-3.8,60.5,4.4,35.0,Normal
31.5,36.8,-5.3,75.9,18.5,32.3,Normal
30.5,37.2,-6.8,34.2,8.9,29.5,Normal
37.8,38.6,-0.8,61.6,5.8,39.1,Normal
39.4,39.4,-0.1,78.5,5.4,41.6,Normal
36.8,38.0,-1.2,77.7,9.2,35.1,Normal
42.3,37.0,5.4,34.1,15.6,41.2,Heatwave
42.4,37.1,5.3,26.0,10.2,43.1,Heatwave
38.3,38.5,-0.2,28.9,2.5,38.8,Normal
29.7,35.0,-5.3,62.1,4.2,30.5,Normal
37.1,38.1,-1.0,63.5,8.7,36.5,Normal
35.7,36.8,-1.1,60.5,17.2,37.7,Normal
37.7,39.0,-1.3,40.2,4.3,37.8,Normal
34.0,35.5,-1.4,30.2,14.9,32.8,Normal
36.7,37.9,-1.3,54.8,4.8,36.4,Normal
37.1,37.4,-0.4,49.0,6.9,35.8,Normal
37.0,38.2,-1.2,63.7,6.0,38.6,Normal
37.1,35.3,1.7,46.5,3.5,36.4,Normal
40.2,37.9,2.3,40.3,17.4,40.7,Normal
35.6,37.8,-2.2,37.6,12.7,35.1,Normal
43.3,37.8,5.4,32.7,21.1,42.6,Heatwave
35.6,38.0,-2.4,35.9,4.3,33.7,Normal
33.7,38.4,-4.7,25.7,5.3,34.3,Normal
41.4,39.0,2.3,40.8,9.0,42.7,Normal
34.5,36.3,-1.9,22.2,19.6,33.6,Normal
41.2,39.1,2.1,31.2,9.0,39.7,Normal
30.1,37.5,-7.4,64.8,11.4,30.9,Normal
41.3,35.4,5.9,39.5,8.9,39.6,Heatwave
38.6,35.3,3.4,60.1,3.8,39.9,Normal
32.4,36.7,-4.3,63.0,23.6,31.5,Normal
34.7,38.9,-4.2,54.9,14.6,33.6,Normal
45.4,38.5,6.9,77.5,20.1,45.6,Severe Heatwave
37.4,38.9,-1.6,21.3,17.1,36.3,Normal
35.7,37.6,-1.9,64.3,13.8,35.0,Normal
30.3,37.2,-6.9,77.5,4.1,30.6,Normal
35.5,35.7,-0.2,71.7,16.8,33.1,Normal
36.8,36.6,0.2,30.1,5.6,38.5,Normal
40.7,37.2,3.5,39.6,11.5,40.7,Normal
31.5,35.4,-3.9,30.3,16.5,30.3,Normal
31.8,36.1,-4.3,56.1,20.0,30.8,Normal
40.6,38.0,2.6,62.7,17.8,41.6,Normal
43.2,38.7,4.5,39.0,17.4,43.8,Heatwave
35.5,40.0,-4.5,52.4,5.4,36.9,Normal
44.5,39.7,4.8,61.5,10.0,43.8,Heatwave
39.3,38.2,1.1,45.3,3.0,39.6,Normal
41.9,37.1,4.8,71.2,18.5,42.4,Heatwave
38.9,38.2,0.8,66.3,23.9,39.6,Normal
31.1,38.9,-7.8,23.9,8.1,32.2,Normal
36.1,35.6,0.5,57.3,4.0,35.3,Normal
41.8,37.0,4.7,34.1,12.9,41.6,Heatwave
37.1,39.2,-2.1,53.5,21.7,36.5,Normal
36.6,36.9,-0.4,77.4,14.7,36.5,Normal
38.2,37.9,0.4,72.7,3.1,38.9,Normal
28.8,37.9,-9.1,44.3,24.4,27.1,Normal
42.8,35.9,6.8,37.5,21.1,43.9,Severe Heatwave
34.7,36.8,-2.2,34.1,5.0,33.5,Normal
39.4,36.7,2.8,52.0,23.2,39.1,Normal
35.8,35.1,0.7,26.9,12.4,37.1,Normal
40.5,35.1,5.4,53.0,10.6,40.9,Heatwave
41.6,39.2,2.4,20.1,12.6,41.9,Normal
36.5,36.4,0.2,39.4,21.2,35.4,Normal
35.5,37.6,-2.1,33.2,17.2,34.4,Normal
40.3,36.5,3.8,78.3,3.4,41.2,Normal
34.1,39.7,-5.6,63.6,24.0,33.6,Normal
39.6,36.3,3.3,41.0,5.4,39.1,Normal
34.3,37.1,-2.8,25.6,19.1,35.3,Normal
44.7,39.4,5.4,51.0,16.6,43.7,Heatwave
40.8,39.2,1.6,32.8,6.3,41.0,Normal
39.2,35.9,3.3,52.2,5.9,39.2,Normal
40.3,39.0,1.3,70.1,22.0,40.3,Normal
32.2,37.3,-5.1,56.9,11.7,31.6,Normal
35.4,37.4,-2.0,58.0,17.1,34.8,Normal
39.0,35.7,3.4,52.5,13.6,37.9,Normal
37.0,35.4,1.6,75.6,18.7,37.5,Normal
43.8,38.6,5.1,75.9,13.0,43.1,Heatwave
39.9,37.5,2.4,50.8,8.6,40.9,Normal
34.8,37.2,-2.4,38.3,10.4,34.6,Normal
36.9,38.6,-1.8,47.6,21.8,35.8,Normal
40.2,38.8,1.4,31.2,12.8,39.9,Normal
28.7,35.8,-7.1,58.2,6.9,28.3,Normal
44.9,38.1,6.9,50.0,23.5,45.9,Severe Heatwave
38.2,35.7,2.5,26.2,20.3,37.9,Normal
44.1,38.8,5.3,31.9,3.3,43.8,Heatwave
33.8,38.3,-4.5,48.8,25.0,35.2,Normal
45.1,39.8,5.4,73.3,18.0,45.6,Heatwave
44.2,35.3,8.8,54.0,5.7,45.8,Severe Heatwave
31.7,35.3,-3.6,60.9,7.5,32.9,Normal
40.1,36.4,3.7,40.3,17.9,39.2,Normal
37.3,36.3,1.0,54.3,19.9,38.3,Normal
31.8,36.2,-4.4,46.8,7.5,33.4,Normal
42.3,39.5,2.7,59.5,7.9,43.8,Normal
40.2,36.2,3.9,23.0,9.1,41.2,Normal
35.3,36.4,-1.1,49.6,15.8,36.2,Normal
43.9,38.8,5.1,37.8,6.0,43.6,Heatwave
32.4,37.2,-4.8,39.6,4.4,31.6,Normal
34.7,38.9,-4.2,77.7,17.6,34.3,Normal
36.8,35.3,1.5,31.0,19.9,35.1,Normal
38.5,37.4,1.1,38.7,13.5,39.9,Normal
33.7,35.2,-1.5,50.6,10.4,33.4,Normal
39.1,35.3,3.8,71.8,11.9,40.4,Normal
42.4,39.5,2.9,45.0,10.9,41.2,Normal
39.7,35.7,4.0,64.6,24.1,40.8,Normal
38.2,37.7,0.6,71.4,19.7,37.7,Normal
40.2,37.1,3.1,38.6,6.8,38.9,Normal
36.2,36.7,-0.6,43.6,10.8,37.8,Normal
47.7,39.5,8.2,41.4,14.5,48.8,Severe Heatwave
33.3,35.1,-1.8,70.0,16.1,33.5,Normal
46.7,38.3,8.4,22.7,12.8,46.7,Severe Heatwave
40.9,39.8,1.1,38.5,20.6,41.4,Normal
34.0,37.8,-3.8,60.8,19.7,34.2,Normal
45.5,39.7,5.8,53.9,13.6,44.7,Heatwave
36.7,35.3,1.4,46.2,21.7,36.3,Normal
41.1,37.1,4.0,52.4,19.3,43.0,Normal
41.6,36.3,5.3,31.9,19.9,44.3,Heatwave
40.8,38.7,2.2,45.8,24.0,42.4,Normal
38.8,39.9,-1.1,50.1,8.1,39.3,Normal
40.7,36.3,4.4,74.1,8.2,40.4,Normal
39.3,38.3,1.0,35.7,22.4,38.5,Normal
39.4,36.0,3.4,72.1,19.8,38.7,Normal
31.3,37.8,-6.5,58.7,23.3,30.7,Normal
39.9,37.3,2.6,21.2,3.5,42.0,Normal
38.6,39.9,-1.2,63.5,16.4,40.4,Normal
44.8,38.0,6.8,22.1,5.3,45.6,Severe Heatwave
39.9,36.7,3.2,79.8,13.6,39.0,Normal
37.4,35.6,1.8,72.4,5.6,38.3,Normal
38.5,35.8,2.7,37.8,4.9,38.2,Normal
33.6,36.1,-2.5,35.4,2.3,31.5,Normal
42.9,36.3,6.7,42.9,16.5,43.2,Severe Heatwave
47.2,39.3,8.0,41.4,10.3,46.4,Severe Heatwave
40.2,37.8,2.4,42.3,4.4,39.4,Normal
44.2,37.6,6.6,39.1,9.4,43.9,Severe Heatwave
34.6,35.6,-1.0,57.3,5.9,34.1,Normal
37.5,39.3,-1.8,29.9,23.7,37.5,Normal
39.8,38.6,1.1,70.8,9.4,39.7,Normal
37.9,35.3,2.5,68.7,9.7,36.0,Normal
38.2,38.5,-0.4,48.6,21.3,39.7,Normal
40.6,37.7,2.9,71.2,16.9,39.6,Normal
37.5,35.4,2.1,34.8,18.3,36.5,Normal
34.8,37.3,-2.5,21.1,16.6,34.5,Normal
40.2,37.4,2.8,57.2,23.8,40.1,Normal
39.9,35.8,4.0,47.5,6.8,41.3,Normal
41.3,39.7,1.6,54.0,24.7,41.6,Normal
44.3,39.2,5.0,74.0,21.1,44.9,Heatwave
35.1,38.3,-3.3,78.2,15.5,35.4,Normal
39.9,37.3,2.6,58.1,17.2,40.2,Normal
34.0,37.1,-3.1,65.8,16.9,34.3,Normal
35.4,38.3,-2.9,25.0,3.3,33.4,Normal
36.5,37.7,-1.2,29.6,7.0,36.3,Normal
33.0,35.3,-2.3,64.0,24.1,34.2,Normal
36.6,37.6,-0.9,45.9,14.3,40.6,Normal
39.3,39.0,0.3,46.8,10.7,38.1,Normal
41.2,37.3,3.9,38.5,19.5,41.6,Normal
35.1,35.3,-0.1,56.4,14.1,34.6,Normal
34.4,38.9,-4.5,31.1,2.3,36.4,Normal
41.0,36.0,5.0,57.6,18.9,39.6,Heatwave
34.4,36.3,-1.9,30.4,18.8,35.0,Normal
36.6,35.8,0.8,23.8,5.8,35.2,Normal
39.2,36.7,2.6,39.8,24.0,38.9,Normal
40.5,38.8,1.7,33.9,7.1,40.4,Normal
42.4,37.6,4.8,73.3,12.5,43.5,Heatwave
38.7,36.0,2.7,23.3,4.6,37.6,Normal
37.4,39.4,-2.0,30.6,15.9,38.0,Normal
48.0,39.4,8.6,52.9,10.6,48.0,Severe Heatwave
41.0,39.4,1.7,48.9,10.1,41.3,Normal
36.7,36.2,0.5,22.8,21.0,37.6,Normal
41.6,37.3,4.4,20.4,2.2,40.3,Normal
41.8,39.9,1.9,79.3,20.4,42.6,Normal
41.3,38.9,2.4,59.5,15.1,40.7,Normal
44.9,35.1,9.7,41.9,24.7,46.0,Severe Heatwave
35.4,35.3,0.0,48.2,15.6,35.7,Normal
37.2,37.3,-0.1,36.0,3.3,37.0,Normal
41.0,39.5,1.4,40.7,3.2,40.4,Normal
42.4,37.7,4.8,58.9,22.3,43.3,Heatwave
33.2,37.5,-4.3,73.0,21.3,34.5,Normal
29.6,35.5,-5.9,31.0,10.0,29.1,Normal
37.2,38.3,-1.1,70.4,16.2,36.1,Normal
34.4,39.1,-4.7,27.3,13.3,35.1,Normal
36.4,36.9,-0.5,32.9,24.2,35.0,Normal
41.6,38.9,2.8,22.2,23.8,40.3,Normal
37.7,39.8,-2.1,28.4,24.6,36.6,Normal
32.0,36.0,-4.0,75.0,21.9,31.6,Normal
38.9,37.6,1.2,47.6,22.9,37.5,Normal
40.5,36.4,4.0,24.7,7.0,38.5,Normal
34.0,39.0,-4.9,77.6,21.1,32.9,Normal
41.8,37.9,3.9,72.7,18.3,42.4,Normal
42.0,38.2,3.9,65.3,24.1,40.8,Normal
43.3,39.0,4.3,76.0,15.1,43.0,Normal
42.2,37.0,5.3,33.2,4.0,44.2,Heatwave
48.3,39.6,8.7,70.2,15.7,48.2,Severe Heatwave
37.4,37.7,-0.2,61.4,17.8,37.8,Normal
37.2,35.8,1.4,72.2,7.1,36.2,Normal
38.0,38.5,-0.5,67.8,11.1,40.2,Normal
40.0,39.0,1.0,40.8,15.8,39.4,Normal
42.9,36.6,6.4,66.5,10.6,42.7,Heatwave
35.6,39.3,-3.7,35.7,10.6,36.9,Normal
37.5,39.5,-2.0,39.7,5.1,37.3,Normal
42.2,36.4,5.8,26.5,23.6,42.3,Heatwave
44.5,39.9,4.6,76.1,19.3,44.2,Heatwave
35.4,35.7,-0.3,37.5,2.0,35.2,Normal
40.0,36.0,4.0,51.2,19.6,40.4,Normal
38.1,35.9,2.2,43.5,19.0,38.7,Normal
45.7,39.5,6.3,77.6,2.2,45.1,Heatwave
39.5,38.3,1.3,40.1,10.5,38.8,Normal
40.4,35.8,4.6,66.7,16.0,39.7,Heatwave
47.4,37.2,10.2,71.3,12.4,46.0,Severe Heatwave
41.2,38.1,3.1,46.1,19.9,39.6,Normal
36.6,35.4,1.2,42.7,11.8,36.9,Normal
42.9,39.4,3.5,64.9,5.5,43.9,Normal
38.7,39.0,-0.3,74.8,24.5,39.6,Normal
46.9,37.5,9.4,65.3,7.6,44.5,Severe Heatwave
41.5,39.8,1.6,33.6,18.5,41.2,Normal
37.1,37.1,0.0,73.3,5.3,36.0,Normal
38.0,39.9,-1.9,43.3,9.6,38.1,Normal
43.2,38.3,4.8,54.6,12.2,42.8,Heatwave
42.2,38.2,4.0,69.9,6.4,42.8,Normal
35.1,35.8,-0.7,31.3,12.3,35.1,Normal
42.4,39.4,3.0,67.1,5.6,40.5,Normal
32.9,37.1,-4.3,55.8,14.9,31.9,Normal
37.5,35.8,1.6,73.6,17.3,37.5,Normal
37.6,35.1,2.6,30.3,3.4,37.7,Normal
44.8,37.8,7.0,45.2,22.0,43.4,Severe Heatwave
35.9,37.6,-1.7,70.0,6.3,34.4,Normal
35.1,38.6,-3.5,21.2,7.2,35.2,Normal
37.3,39.5,-2.1,26.7,17.2,35.9,Normal
31.7,35.4,-3.7,79.4,12.8,30.1,Normal
44.3,38.7,5.7,36.8,13.5,43.9,Heatwave
42.4,35.9,6.4,78.5,4.9,41.9,Severe Heatwave
41.4,39.3,2.1,31.0,20.5,40.5,Normal
44.4,39.1,5.3,41.7,16.2,43.7,Heatwave
39.2,37.7,1.5,65.2,5.1,39.2,Normal
39.2,38.6,0.7,59.5,10.6,38.5,Normal
36.4,36.6,-0.2,54.9,20.6,36.5,Normal
37.3,37.4,-0.1,51.8,15.1,36.9,Normal
34.7,39.1,-4.4,70.6,4.5,34.9,Normal
39.2,37.3,1.9,34.1,10.6,40.1,Normal
37.6,36.8,0.9,46.5,7.6,38.5,Normal
41.1,37.5,3.6,29.3,13.9,42.4,Normal
40.5,39.1,1.3,55.8,21.4,41.3,Normal
37.1,36.7,0.4,35.0,12.0,37.3,Normal
33.8,35.9,-2.0,40.0,12.0,33.4,Normal
39.8,38.6,1.3,48.3,22.8,39.4,Normal
42.7,39.1,3.6,21.6,15.3,41.8,Normal
32.5,35.5,-3.0,25.5,15.0,32.5,Normal
37.5,36.2,1.3,61.2,8.0,38.2,Normal
37.5,35.7,1.8,45.7,16.0,36.8,Normal
35.2,36.7,-1.5,71.9,15.2,35.2,Normal
36.2,37.3,-1.1,61.7,11.1,35.5,Normal
40.6,38.7,1.8,20.5,24.8,40.8,Normal
35.3,38.3,-3.0,57.0,22.3,34.7,Normal
40.3,38.1,2.2,25.6,19.2,39.6,Normal
34.6,36.8,-2.1,66.9,14.4,33.9,Normal
43.9,39.2,4.7,79.5,12.6,44.4,Heatwave
46.5,37.4,9.2,51.9,6.3,46.4,Severe Heatwave
37.9,39.9,-2.0,61.0,9.0,37.5,Normal
41.0,38.2,2.9,34.2,19.8,41.3,Normal
34.1,35.6,-1.5,46.3,12.4,33.7,Normal
43.0,38.4,4.6,71.4,22.3,44.2,Heatwave
33.2,36.6,-3.4,30.0,5.4,32.2,Normal
41.1,38.4,2.7,35.9,13.7,40.9,Normal
33.3,35.3,-2.1,46.7,16.9,31.9,Normal
36.1,35.9,0.3,62.7,13.9,35.8,Normal
36.7,39.3,-2.6,42.6,22.5,35.0,Normal
40.0,36.1,3.9,75.7,24.8,40.8,Normal
37.3,39.2,-1.9,25.7,4.7,38.0,Normal
39.3,36.4,2.9,42.2,5.0,40.1,Normal
38.0,38.2,-0.2,62.5,5.0,38.0,Normal
39.1,38.5,0.6,33.6,17.7,38.2,Normal
39.1,37.6,1.5,59.4,10.6,38.3,Normal
34.9,36.5,-1.7,29.9,18.9,36.4,Normal
37.8,36.1,1.7,23.4,11.3,39.2,Normal
41.5,35.2,6.4,27.3,16.4,41.6,Heatwave
34.8,36.5,-1.7,75.8,19.7,34.3,Normal
43.4,38.3,5.1,53.1,14.6,44.7,Heatwave
45.9,39.7,6.2,67.8,14.4,45.2,Heatwave
37.5,39.4,-1.9,40.0,4.0,37.7,Normal
34.7,38.8,-4.1,55.6,11.4,36.1,Normal
41.0,38.9,2.1,49.7,14.6,40.2,Normal
37.4,38.3,-0.9,76.7,12.6,38.2,Normal
43.8,36.3,7.5,64.9,22.7,44.4,Severe Heatwave
40.7,39.5,1.1,63.8,22.9,40.6,Normal
36.5,38.4,-1.8,22.8,20.9,35.6,Normal
34.8,37.8,-3.0,53.0,10.6,34.1,Normal
40.4,35.6,4.8,48.0,18.5,40.7,Heatwave
36.2,37.2,-1.0,75.7,11.1,34.8,Normal
38.5,37.3,1.2,35.4,7.3,38.6,Normal
43.7,39.3,4.3,36.2,9.9,44.2,Normal
37.0,37.7,-0.7,44.7,3.6,38.0,Normal
37.7,36.9,0.8,34.6,9.6,36.3,Normal
40.8,39.9,0.9,27.8,12.6,42.1,Normal
38.9,35.6,3.4,71.4,24.0,40.6,Normal
40.2,37.1,3.1,53.5,9.2,40.6,Normal
35.4,35.2,0.2,71.7,22.8,34.4,Normal
39.9,38.7,1.2,69.9,7.3,39.6,Normal
39.3,39.6,-0.3,36.9,6.4,39.2,Normal
32.2,36.4,-4.2,52.9,13.9,32.5,Normal
41.2,39.3,1.9,25.0,17.5,41.2,Normal
44.1,36.5,7.6,74.9,3.0,44.4,Severe Heatwave
37.5,39.6,-2.1,44.3,7.1,37.4,Normal
